자치구,대여소명,기준년월,대여건수,반납건수
광진구,553. 중곡 성원아파트 앞,202511,919,961
광진구,555. 구의3동주민센터,202511,465,416
광진구,571. 세종대학교 대양AI센터,202511,1527,1557
광진구,573. 구의문주차장 앞,202511,2465,2386
광진구,574. 아차산역4번출구,202511,2155,1324
광진구,575. 대원중고교 입구(대하빌딩),202511,560,440
광진구,576. 광나루역 3번 출구,202511,2022,2114
광진구,577. 광진청소년수련관,202511,1461,1490
동대문구,621. 전농초등학교 건너편,202511,499,376
서대문구,137. 신촌기차역입구 교차로,202511,422,224
동대문구,622. 전농사거리 교통섬,202511,884,1045
동대문구,623. 서울시립대 정문 앞 B,202511,1452,786
동대문구,624. 전농동 동아아파트 앞,202511,1581,1641
동대문구,626. 군자교 서측 녹지대,202511,1760,1632
동대문구,627. 장안동삼거리 교통섬,202511,1061,1090
동대문구,628. 휘봉고등학교 앞,202511,670,678
동대문구,630. 동대문구 보건소,202511,2252,2312
동대문구,631. 답십리역 1번출구,202511,3077,3490
마포구,102. 망원역 1번출구 앞,202511,2887,3100
서대문구,138. 신촌동 제1공영주차장 앞,202511,487,477
동대문구,633. 청량리 기업은행 앞,202511,1657,1722
동대문구,634. 외국어대 정문 앞,202511,1699,1707
동대문구,635. 시조사 앞,202511,1244,1244
동대문구,636. 세종대왕기념관 교차로,202511,480,507
동대문구,637. KAIST 경영대학 앞,202511,943,726
동대문구,638. 서울시립대 정보기술관,202511,546,535
동대문구,639. 서울시립대 후문,202511,565,440
동대문구,640. 동대문경찰서 교차로,202511,825,1102
동대문구,641. 용두역 4번출구,202511,1859,1947
동대문구,642. 신답역 사거리,202511,1825,1851
서대문구,140. 이화여대 후문,202511,609,634
동대문구,643. 동대문구민체육센터 (육교아래),202511,1735,1923
영등포구,230. 영등포구청역 7번출구,202511,7842,7411
영등포구,260. 여의도 마리나선착장 앞,202511,338,297
영등포구,263. 근로자회관 사거리,202511,3716,3793
영등포구,264. 교보생명보험 앞,202511,1794,1606
영등포구,265. 영등포유통상가 사거리,202511,1309,1094
서대문구,141. 연대 대운동장 옆,202511,442,315
영등포구,266. 영등포청과시장 사거리,202511,1411,1354
영등포구,267. 삼성화재 사옥 옆,202511,1858,1750
영등포구,268. 그랜드컨벤션센터 앞,202511,2196,2184
영등포구,270. 증권거래소후문교차로,202511,1228,1220
영등포구,271. 샛강생태공원방문자센터 앞,202511,542,425
영등포구,272. 당산육갑문,202511,4166,4427
양천구,716.신정6동 주민센터 인근,202511,1473,1537
서대문구,139. 연세대 정문 건너편,202511,251,226
양천구,719. 홍익병원앞 교차로,202511,1441,1444
양천구,720. 서울강월초등학교 앞,202511,661,252
용산구,816. 신용산역 6번출구 앞,202511,1492,1691
용산구,817. 삼각지역 4번출구 앞,202511,746,727
용산구,818. 숙명여대 입구 교차로,202511,1146,1237
용산구,819. 선린인터넷 고등학교,202511,1155,1265
용산구,820. 청파동입구 교차로,202511,724,736
용산구,822. 이촌1동 마을공원,202511,420,427
용산구,823. 효창동주민센터 앞,202511,317,219
용산구,825. 서빙고동 주민센터 앞,202511,1608,1806
마포구,199. 서울 월드컵 경기장,202511,938,546
종로구,388. 동성중학교 앞,202511,374,373
광진구,584. 광진광장 교통섬,202511,3054,2452
성동구,585. 성수2가1동 공영주차장 인근,202511,3697,3871
성동구,586. 마장동 주민센터,202511,748,747
은평구,900. 은평예술회관,202511,548,523
영등포구,200. 국회의원회관,202511,153,139
은평구,902. 진관동 은빛초등학교,202511,448,446
은평구,903. 은평뉴타운 아이파크,202511,671,666
은평구,904. 은평뉴타운 푸르지오,202511,551,558
은평구,905. 구파발역 2번출구,202511,1884,2187
은평구,906. 연신내역 5번출구,202511,1920,2242
은평구,907. CJ 드림시티,202511,2864,3372
은평구,908. 구산역 4번출구,202511,1068,1123
은평구,909. 백련산 힐스테이트 3차,202511,571,224
은평구,911. 은평평화공원(역촌역4번출구),202511,1126,1053
영등포구,201. 진미파라곤 앞,202511,1206,1167
은평구,912. 응암오거리,202511,1792,2053
은평구,913. 이마트 버스정류장(서부경찰서 방면),202511,1693,1639
은평구,914. 새절역 2번출구,202511,1920,2125
은평구,915. 증산역 4번출구,202511,1072,1222
은평구,916. 평생학습관 앞,202511,934,1090
은평구,917. 녹번역 3번출구,202511,1303,1283
은평구,919. 서울혁신파크,202511,414,417
은평구,921. 신도고등학교,202511,96,65
영등포구,202. 국민일보 앞,202511,3322,3285
은평구,922. 연신내역 4번출구,202511,427,426
은평구,923. 국민은행 연서지점,202511,428,426
은평구,925. 불광역 2번출구,202511,717,729
은평구,927. 연신내역 3번출구 인근,202511,349,364
은평구,928. 은평역사한옥박물관,202511,265,178
은평구,930. 구 서부경찰서 건너편,202511,686,716
은평구,931. 역촌파출소,202511,2753,3185
은평구,932. 예일여중,202511,643,701
은평구,933. 역촌종합시장 버스정류장(예일여고 방면),202511,1634,1922
성동구,587. 유니베라 앞,202511,1602,1647
광진구,588. 뚝섬 유원지역,202511,1491,1511
강동구,1001. 광진교 남단 사거리(천호공원 방면),202511,1394,1398
강동구,1002. 해공공원(천호동),202511,1716,1715
강동구,1003. 해공도서관앞,202511,1368,1379
강동구,1004. 삼성광나루아파트 버스정류장,202511,1186,1576
강동구,1006. 롯데캐슬 115동앞,202511,190,192
강동구,1007.암사동 선사유적지,202511,191,194
강동구,1008. 암사역 3번출구(국민은행앞),202511,2984,3441
강동구,1009. 천호역4번출구(현대백화점),202511,4412,4444
강동구,1010. 강동세무서,202511,2997,3034
강동구,1011. LIGA 아파트 앞,202511,3207,3192
강동구,1012. 천호역효성해링턴타워 앞,202511,2625,2609
강동구,1013. 강동구청역 1번 출입구,202511,2378,2342
강동구,1015. 샛마을 근린공원,202511,797,804
마포구,103. 망원역 2번출구 앞,202511,1821,2316
영등포구,204. 국회의사당역 5번출구 옆,202511,1493,1464
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202511,721,748
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202511,1337,1344
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202511,4018,4241
강동구,1020. 강동경찰서,202511,3895,3908
강동구,1021. 강일동 리슈빌 빌딩앞,202511,1551,1634
강동구,1022. 길동 사거리(초소앞),202511,1647,1614
성동구,589. 성수역3번출구,202511,2537,2534
강서구,1101. 상사마을 버스정류장(아라대교방면),202511,194,189
강서구,1102. 방화사거리 마을버스 버스정류장,202511,2222,2433
강서구,1105. 방화근린공원,202511,440,303
영등포구,203. 국회의사당역 3번출구 옆,202511,2093,2059
강서구,1108. 공항시장역 2번출구 뒤,202511,1362,1347
강서구,1109. 공항시장역 4번출구,202511,439,445
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202511,2456,2237
강서구,1112. 마곡엠밸리4단지 정문,202511,4494,4527
강서구,1113. 서남환경공원 버스정류장,202511,2807,2629
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202511,3095,3599
강서구,1119. 염창동 한마음아파트 앞,202511,965,951
강서구,1120. 대림경동아파트앞,202511,1965,1924
강서구,1121. 가양레포츠센터 앞,202511,1396,1492
영등포구,205. 산업은행 앞,202511,1334,1311
강서구,1124. 발산역 6번 출구 뒤,202511,6146,6216
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202511,1924,1323
강서구,1127. 화곡역 버스정류장,202511,922,911
강서구,1129. 화곡역 1번 출구 앞,202511,1210,1212
강서구,1130. 화곡본동시장 버스정류장,202511,375,369
강서구,1132. 등촌역 7번출구,202511,1939,1955
영등포구,206. KBS 앞,202511,2534,2517
강서구,1135. 강서구의회,202511,1821,1669
강서구,1136. 등촌2파출소,202511,453,299
강서구,1137. 등촌2동주민센터,202511,253,127
강서구,1139. 용문사 버스정류장,202511,700,603
강서구,1140. 목동사거리 버스정류장,202511,2286,2256
강서구,1141. 곰달래 문화복지센터 A,202511,1443,1574
강서구,1145. 곰달래 문화복지센터 B,202511,851,993
강서구,1148. 볏골공원,202511,988,932
송파구,1205. 종합운동장역 4번출구,202511,1176,976
송파구,1206. 9호선종합운동장역 9번출구,202511,1353,1344
송파구,1208. 풍납현대아파트쉼터,202511,2331,2324
송파구,1209. 잠실나루역 (2번 출구 쪽),202511,3453,3412
송파구,1213. 백토공원 앞,202511,284,284
송파구,1215. 올림픽공원역 1번출구 앞,202511,1884,1879
송파구,1217. 송파파인타운 7단지,202511,841,820
송파구,1220. 잠실근린공원,202511,2364,2517
송파구,1222. 잠실새내역 5번 출구 뒤,202511,3960,4184
송파구,1224. 아시아지하보도 2번 출구,202511,1579,1558
송파구,1229. 송파체육문화회관 앞,202511,1027,1023
영등포구,209. 유진투자증권빌딩 앞,202511,3720,3904
송파구,1232. 잠실주공 521동 건너편,202511,2765,2762
송파구,1233. 잠실3거리(갤러리아팰리스),202511,1180,1046
송파구,1235. 잠실트리지움310동 옆,202511,2076,2248
서대문구,176. 명지대학교 도서관,202511,1468,1488
중랑구,1401. 극동늘푸른아파트,202511,1363,1518
성북구,1314. 정릉꿈에그린1단지 201동 앞,202511,219,211
성북구,1315. 고려사대부속중고 정문,202511,222,222
중랑구,1402. 금란주차장 앞,202511,696,727
성북구,1316. 고려사대부속중고 건너편 ,202511,203,127
성북구,1318. 길음역 3번출구 뒤,202511,998,1011
성북구,1319. 종암박스파크,202511,1422,1413
성북구,1322. 래미안라센트아파트 103동 앞,202511,924,927
중랑구,1403. 중화빌딩 앞 (동부시장),202511,771,828
중랑구,1405. 망우역 1번출구,202511,722,658
영등포구,211. 여의도역 4번출구 옆,202511,1,3
중랑구,1408. 먹골역 6번출구 앞,202511,974,1103
성북구,1325. 상월곡역 4번출구,202511,606,398
성북구,1326. 상월곡역 1번출구,202511,600,575
중랑구,1410. 면목 대원칸타빌아파트,202511,196,62
성북구,1327. 상월곡역 3번출구,202511,993,1009
성북구,1332. 석계역 5번출구 건너편,202511,880,998
성북구,1333. 석관초등학교 앞,202511,1894,2189
성북구,1334. 석관동주민센터 앞,202511,1174,1205
중랑구,1418. 새솔초등학교,202511,137,52
중랑구,1441. 신내능말공원,202511,494,199
중랑구,1420. 신내어울공원 앞,202511,620,672
중랑구,1421. 신내역 4번출구,202511,520,483
중랑구,1422. 신내우디안아파트 1단지,202511,232,61
중랑구,1424. 양원역 2번출구,202511,245,224
중랑구,1425. 신성미소지움아파트,202511,726,459
영등포구,213. KT앞,202511,2163,1778
중랑구,1426. 면목도시개발아파트 1동 앞,202511,495,137
중랑구,1435. 능산삼거리,202511,169,94
중랑구,1436. 동원베네스트 건물 앞,202511,422,254
중랑구,1437. 늘푸른공원 앞,202511,731,896
중랑구,1438. 홈플러스 신내점 앞,202511,1627,1873
중랑구,1404. 동일로 지하차도,202511,1370,1386
마포구,104. 합정역 1번출구 앞,202511,1256,1044
영등포구,214. 금융감독원 앞,202511,1395,1343
노원구,1601. 석계역 문화광장 내 자전거 보관소,202511,3969,4381
노원구,1606. 태릉입구역 3번출구 ,202511,1332,1360
노원구,1610. 화랑대역 2번출구 앞,202511,1925,2068
노원구,1611. 과기대 입구(우),202511,2878,2993
노원구,1616. 하계2동 공항버스정류장 옆,202511,665,642
노원구,1617. 하계동 중평어린이공원 앞,202511,2446,2608
노원구,1634. 당고개공원 대여소,202511,393,382
노원구,"1635. 상계3,4동 주민센터 대여소",202511,313,194
노원구,1636. 상계주공2단지 버스정류장 옆,202511,1685,1654
노원구,1637. KT 전화국 버스정류장 옆,202511,3465,3573
노원구,1639. 희성오피앙,202511,862,811
도봉구,1702. 녹천역 1번출구 앞,202511,597,675
도봉구,1705. 도봉구청 정문앞,202511,1439,1473
도봉구,1707. 도봉구민회관,202511,1204,1150
도봉구,1709. 쌍문역4번출구 주변,202511,888,841
금천구,1804. 독산역 2번출구 자전거주차장,202511,1460,1436
영등포구,219. 롯데캐슬엠파이어 옆,202511,2301,2306
금천구,1805. 서울디지털운동장 앞,202511,817,833
금천구,1806. 에이스하이엔드타워9차 앞,202511,828,854
금천구,1808. 에이스하이엔드타워8차 앞,202511,1025,1030
금천구,1809. LG전자 별관동(호서대 벤처타워 맞은편),202511,1151,1187
금천구,1812. 갑을그레이트밸리 앞,202511,568,684
금천구,1814. 두산위브아파트 옆 상가건물 앞,202511,1072,956
금천구,1820. 신한은행 시흥대로금융센터지점,202511,261,239
금천구,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,202511,611,774
영등포구,220. 미성아파트 A동 앞,202511,1416,1333
금천구,1823. W컨템포오피스텔앞,202511,280,124
금천구,1824. 독산근린공원 입구,202511,1459,1455
금천구,1825. 한신아파트 앞 육교 아래,202511,516,514
금천구,1826. 한신코아 앞,202511,279,369
금천구,1828. 독산동 한양수자인아파트 앞,202511,824,378
금천구,1829. 홈플러스 금천점 앞,202511,543,749
금천구,1830. 빅마켓 금천점 앞,202511,1393,1413
금천구,1831. 한국전력 구로금천지사 앞,202511,546,541
금천구,1833. 독산역 1번출구 A,202511,701,726
영등포구,215. 여의도고교 앞,202511,852,869
금천구,1834. 월드메르디앙 벤처센터 2차,202511,1143,1170
금천구,1835. STX V타워,202511,498,491
금천구,1819. 금천구청 앞 자전거거치대,202511,327,384
강북구,1503. 강북구청사거리(수유역 8번출구),202511,1948,2067
강북구,1504. 삼양시장오거리,202511,233,214
강북구,1506. 강북문화예술회관,202511,893,849
강북구,1514. 강북구청 사거리 버스정류소 앞,202511,833,824
강북구,1525. 미아동 복합청사,202511,257,239
강북구,1515. 송천동 주민센터,202511,305,305
강북구,1520. 수유중앙시장,202511,942,1092
강북구,1519. 장미원시장 건너편,202511,508,486
강북구,1516. 우이동길마을마당,202511,577,526
강북구,1518. 수유2동은행빌딩 앞,202511,592,597
성북구,1321. 국민은행 종암동지점 앞,202511,1717,1856
도봉구,1703. 도봉산광역환승센터앞 ,202511,292,254
도봉구,1708. 도봉보건소사거리,202511,1419,1447
영등포구,217. NH농협은행 앞,202511,3540,3656
금천구,1827. 독산보도육교 앞 자전거 보관소,202511,751,762
금천구,1836. 금천구립 독산도서관,202511,142,47
구로구,1901. 신도림동주민센터 앞,202511,1808,1775
구로구,1904. 도림천역 1번 출구 앞,202511,2103,2051
구로구,1906. 신도림역 1번 출구 앞,202511,4526,4522
구로구,1907. 구일우성(아) 육교 밑,202511,1461,1410
구로구,1908. 해원리바파크 육교 밑,202511,2864,2819
구로구,1910. 낙원교회 맞은편,202511,443,359
구로구,1911. 구로디지털단지역 앞,202511,5303,5498
구로구,1912. 한신휴아파트 앞,202511,2004,1965
영등포구,221. 여의도초교 앞,202511,1474,1488
구로구,1916. 구로중학교앞,202511,890,916
구로구,1920. 서울미래초등학교 사거리,202511,1221,1140
구로구,1924. 삼부르네상스파크빌,202511,1372,597
구로구,1928. 고척스카이돔구장 광장,202511,1312,1260
구로구,1929. 고척근린공원 고척도서관 앞,202511,1249,943
구로구,1930. 개봉지구대 개봉치안센터,202511,904,898
구로구,1933. 개봉푸르지오아파트 상가,202511,1730,1894
구로구,1937. 한진아파트 입구,202511,1005,956
영등포구,222. 시범아파트버스정류장 옆,202511,1721,1718
동작구,2002. 노들역 1번출구,202511,2186,2322
동작구,2008. 노량진근린공원 대방공원,202511,506,251
동작구,2013. 장승배기역 5번출구,202511,1051,835
동작구,2016. 신대방삼거리역 3번출구쪽,202511,824,941
영등포구,223. 진주아파트상가 앞,202511,1076,1024
동작구,2020. 장승배기역2번출구뒷편쪽,202511,541,544
동작구,2024. 상도역 1번출구,202511,369,333
동작구,2025. 흑석역 1번출구,202511,1518,1741
동작구,2027. 중앙대학교 정문 1,202511,323,545
동작구,2036. 정금마을 마을버스정류장,202511,553,613
동작구,2037. 동작역 5번출구 동작주차공원,202511,63,71
동작구,2038. 동작역 7번출구,202511,546,555
동작구,2040. 비계 버스정류소,202511,157,102
동작구,2050. 노량진역 5번출구,202511,1695,2414
마포구,105. 합정역 5번출구 앞,202511,820,631
영등포구,224. 롯데캐슬 앞,202511,2015,2086
동작구,2054. 삼익아파트,202511,1103,1103
동작구,2057. 상도 아이파크 아파트,202511,353,147
관악구,2102. 봉림교 교통섬,202511,4506,4790
관악구,2103. 신림동 우방아파트,202511,981,946
관악구,2105. 미성동 신림체육센터,202511,775,884
관악구,2106. 세이브마트,202511,1038,1341
관악구,2127. 난곡종점,202511,439,241
관악구,2144. 난우길입구,202511,371,428
영등포구,225. 앙카라공원 앞,202511,1625,1520
관악구,2104. 사당역 5번출구,202511,740,882
관악구,2108. 은천치안센터,202511,1046,1092
관악구,2112. 서울대입구역 마에스트로,202511,555,575
관악구,2116. 에이스에이존빌딩,202511,495,496
관악구,2122. 낙성대로 입구,202511,474,440
영등포구,226. 샛강역 1번출구 앞,202511,1915,1753
관악구,2128. 관악구청교차로,202511,334,333
관악구,2129. 낙성대 과학전시관,202511,208,97
관악구,2130. 영어마을 관악캠프,202511,125,60
관악구,2137. KT&G 관악지점,202511,457,439
관악구,2140. 신림1교 교차로,202511,1432,1466
관악구,2145. 은천초등학교 육교,202511,605,492
동작구,2009. 보라매역 8번출구,202511,728,885
동작구,2012. 대림사거리(동작상떼빌아파트),202511,875,905
동작구,2015. 신대방삼거리역 6번출구쪽,202511,1687,1705
동작구,2033. 사당동 아르테스 웨딩앞,202511,825,954
영등포구,207. 여의나루역 1번출구 앞,202511,2197,2044
동작구,2041. 사당중학교 버스정류소,202511,177,182
동작구,2048. 삼일초등학교 인근,202511,584,293
동작구,2056. 동작구민 체육센터,202511,1182,1118
노원구,1608. 공릉역 1번 출구 앞,202511,3676,4033
노원구,1619. 중계동 하나프라자빌딩 앞(중1-1),202511,1776,1764
송파구,1203. 밀리아나2빌딩 앞,202511,994,1025
송파구,1207. 마천중앙시장,202511,463,457
송파구,1214. 오금역 7번 출구 인근,202511,761,690
서초구,2202.청계산입구역 1번출구,202511,1407,1374
서초구,2205. 내곡3단지 어린이공원 앞,202511,634,569
서초구,2206. 언남초등학교 앞,202511,889,894
서초구,2210. 반포1동 주민센터 앞,202511,329,213
서초구,2212.서초현대4차아파트 201동 맞은편,202511,759,735
서초구,2213. 고속터미널역 5번출구 앞,202511,1021,807
서초구,2214. 신반포역 2번출구 앞,202511,935,1084
서초구,2217.아크로리버뷰 부지 앞,202511,1713,2013
서초구,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",202511,2862,2913
서초구,2221. 방일초교 마을버스 정류장,202511,854,932
서초구,2222.사당역 12번출구 뒤,202511,1494,1943
서초구,2223. 방배래미안 정문 앞,202511,216,211
서초구,2225.백석예술대학교 제3캠퍼스 앞,202511,143,78
서초구,2226. 신동아럭스빌아파트 앞,202511,301,42
서초구,2227.방배열린문화센터 앞,202511,654,656
서초구,2228.뒷벌공원 옆,202511,1411,1671
서초구,2229.로고스교회 맞은 편,202511,471,481
마포구,401. 상암월드컵파크 10단지 앞,202511,1057,1021
서초구,2230.이수역 4번 출구,202511,1341,1471
서초구,2231. 삼성타운(삼성생명) A동 맞은편,202511,1377,1561
서초구,2233. 서초신동아1차아파트 옆,202511,364,396
서초구,2235.KT 서초지사 앞,202511,338,146
서초구,2237.서울남부터미널 대합실 입구,202511,756,639
서초구,2239.교대역 6번출구,202511,721,797
서초구,2241.양재전화국 사거리,202511,806,673
서초구,2242.양재역 10번 출구 앞,202511,768,766
서초구,2243.서울가정법원,202511,566,361
서초구,2244. 말죽거리공원 사거리,202511,972,1117
마포구,402. 상암월드컵파크 9단지 앞,202511,646,599
서초구,2245.양재초등학교 맞은편,202511,585,670
서초구,2247.섬들근린공원,202511,1076,1111
서초구,2255. 양재시민의숲역 1번출구,202511,1868,1916
서초구,2256.양재동 꽃시장 입구,202511,328,354
서초구,2257. 청계산 입구 삼거리,202511,140,187
서초구,2258.구룡사 삼거리,202511,397,147
강남구,2301. 현대고등학교 건너편,202511,473,479
강남구,2344. 리엔파크 2단지 앞,202511,499,564
마포구,403. 부엉이공원 앞,202511,913,324
서초구,2259. 잠원역 3번-4번 출구사이 ,202511,1443,1674
서초구,2251. 더케이호텔 입구(양재2) ,202511,633,663
강남구,2337. 대모산입구역 2번출구 앞,202511,475,442
강남구,2309. 청담역(우리들병원 앞),202511,364,138
강남구,2317. 삼성도로공원,202511,753,757
강남구,2311. 학동로 래미안 아파트 앞,202511,266,135
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),202511,914,1057
강남구,2303. 논현역 10번출구,202511,976,682
강남구,2304. 대현그린타워,202511,409,80
강남구,2305. MCM 본사 직영점 앞,202511,233,325
강남구,2306. 압구정역 2번 출구 옆,202511,1648,1608
강남구,2307. 압구정 한양 3차 아파트,202511,855,812
강남구,2308. 압구정파출소 앞,202511,824,877
강남구,2310. 청담동 맥도날드 옆(위치),202511,264,264
강남구,2312. 청담역 13번 출구 앞,202511,447,358
강남구,2313. 금원빌딩 앞,202511,449,471
강남구,2348. 포스코사거리(기업은행),202511,1797,1803
강남구,2315. 봉은사역 5번출구 옆,202511,778,828
마포구,106. 합정역 7번출구 앞,202511,1677,1679
마포구,405. DMC빌 앞,202511,571,567
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),202511,144,130
강남구,2319. 포스코사거리 서측(수협 삼성동 지점),202511,573,578
강남구,2320. 도곡역 대치지구대 방향,202511,613,741
강남구,2321. 학여울역 사거리,202511,260,267
강남구,2324. 천주교 대치 2동 교회 옆,202511,862,874
강남구,2325. 대치삼성아파트 앞 교차로,202511,753,742
강남구,2326. 대치동 삼성로,202511,495,318
마포구,406. 상암월드컵파크 7단지 앞,202511,638,618
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,202511,940,1144
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,202511,586,478
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,202511,248,249
강남구,2330. 역삼월드메르디앙아파트 앞,202511,509,503
강남구,2331. 동영문화센터앞,202511,520,413
강남구,2332. 선릉역3번출구,202511,1268,1268
강남구,2333. 양재역 3번출구 주변,202511,1051,606
강남구,2334. 삼호아파트 2동 ( 간선도로),202511,105,110
강남구,2335. 3호선 매봉역 3번출구앞,202511,1894,2229
강남구,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,202511,508,499
마포구,421. 마포구청 앞,202511,1716,1710
강남구,2339. 현대아파트 정문 앞,202511,477,470
강남구,2340. 삼호물산버스정류장(23370) 옆,202511,2178,2319
강남구,2341. 일원역 4~5번 출구 사이,202511,661,341
강남구,2342. 대청역 1번출구  뒤,202511,1216,1202
강서구,1106. 신방화사거리,202511,2961,2988
성북구,1302. 한성대입구역6번출구 뒤,202511,851,843
성북구,1304. 만해공원,202511,244,53
성북구,1308. 안암로터리 버스정류장 앞,202511,2806,3015
강서구,1110. 공항중학교앞,202511,1088,1105
강서구,1128. 화곡역 6번출구,202511,1326,1326
마포구,407. 마포구 육아종합지원센터,202511,964,1064
강동구,1018. 둔촌 주공 GS 맞은편,202511,2448,2519
강서구,1103. 방화역 4번출구앞,202511,2740,2419
강서구,1117. 등촌5단지아파트 버스정류장,202511,3575,3642
송파구,1201. 가락시장역 3번 출구,202511,1586,1601
송파구,1212. 송파역 2번 출구앞,202511,1297,1441
마포구,408. LG CNS앞,202511,755,757
송파구,1231. 잠실역 6번출구,202511,2912,3034
성북구,1306. 한성대입구역2번출구,202511,1137,1134
중랑구,1407. 먹골역 1번출구 뒤,202511,1140,1330
중랑구,1414. 사가정역 2번출구,202511,1973,2134
마포구,420. 서울시 공공자전거 상암센터,202511,1179,1094
중랑구,1416. 상봉역 3번출구,202511,1574,1713
중랑구,1427. 용마산역 1번출구,202511,316,185
중랑구,1428. 원묵고등학교,202511,1136,556
중랑구,1429. 장안중학교,202511,792,900
중랑구,1430. 중랑구청,202511,932,458
중랑구,1431. 중랑구청 사거리,202511,996,754
중랑구,1433. 중화역 2번출구,202511,1209,1334
강북구,1509. 서울북부수도사업소,202511,264,276
마포구,409. 누리꿈스퀘어 옆,202511,1869,1929
강북구,1510. 번동주공5단지 관리사무소 앞,202511,375,460
강북구,1512. 강북중학교 앞,202511,1421,1424
강북구,1513. 강북구청 뒷편,202511,228,231
노원구,1605. 헬스케어,202511,1153,1310
노원구,1628. 노일초등학교 앞,202511,690,628
노원구,1630. 수연빌딩 앞,202511,1012,1013
마포구,419. 홈플러스 마포점 앞,202511,2331,2053
구로구,1936. 개봉역 1번 출구 자전거보관서쪽,202511,702,875
구로구,1941. 오류동역 2번출구,202511,1169,1367
구로구,1943. 온수역 북측,202511,321,281
구로구,1946. 구로역 광장,202511,2675,2681
구로구,1951. 천왕이펜하우스 4단지 후문,202511,271,135
구로구,1952. 천왕연지타운2단지 앞,202511,1247,1884
구로구,1953. 천왕역 4번출구 뒤,202511,932,524
동작구,2003. 사육신공원앞,202511,855,866
서초구,2263. 바우뫼문화복지회관,202511,620,604
마포구,410. 상암중학교 옆,202511,192,121
서초구,2249. 우솔초등학교 맞은편,202511,221,207
서초구,2250. 서초유치원 맞은편,202511,644,596
관악구,2109. 은천로입구 가로공원,202511,2436,2370
관악구,2115. 관악구시설관리공단,202511,1240,928
관악구,2119. 중앙동 동진빌딩,202511,618,611
관악구,2143. 서울산업정보학교,202511,292,294
관악구,2148. 낙성대역 3번출구 뒤,202511,531,527
서초구,2246. 서울시 품질시험소 앞,202511,554,546
마포구,418. 월드컵경기장역 3번출구 옆,202511,1553,1470
서초구,2252. 잔디마을 마을버스 정류장,202511,1288,1243
송파구,1210. 롯데월드타워(잠실역2번출구 쪽),202511,9980,9948
송파구,1218. 방이역 4번출구,202511,2452,2429
송파구,1226. 잠실4동 주민센터 옆,202511,2143,2182
송파구,1227. 거여역 8번출구 뒤,202511,1144,1166
송파구,1228. 마천사거리 ,202511,581,773
송파구,1230. 송파중학교 정문,202511,415,396
송파구,1239. 문정 법조단지3,202511,685,679
마포구,107. 수협 연남동지점,202511,1297,1436
마포구,411. DMC홍보관,202511,1300,1349
송파구,1240. 문정 법조단지4,202511,668,593
송파구,1241. 문정 법조단지5,202511,542,497
송파구,1242. 문정 법조단지6,202511,134,118
송파구,1243. 문정 법조단지7,202511,2267,2368
송파구,1244. 문정 법조단지8,202511,2434,2372
송파구,1245. 문정 법조단지9,202511,1341,1323
송파구,1246. 문정 법조단지10,202511,1703,1709
송파구,1247. 문정 법조단지11,202511,800,753
송파구,1248. 방이초등학교,202511,2201,1840
마포구,412. DMC산학협력연구센터 앞,202511,1420,1443
성북구,1328. 월곡역 3번출구,202511,2108,2443
중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,202511,1061,1088
노원구,1602. 광운대역 앞,202511,1481,1565
노원구,1625. 상계역 3번출구,202511,4362,4336
노원구,1627. 수락산역 4번출구,202511,1070,1055
도봉구,1706. 방학동우체국 건너편,202511,980,985
구로구,1914. 대림역4번출구,202511,2544,2531
구로구,1925. 동양미래대학교 정문 옆,202511,3561,3552
마포구,413. 상암월드컵파크 3단지 후문,202511,545,549
구로구,1931. 개봉역2번출구 A,202511,1310,1734
동작구,2032. 이수역 11번출구쪽,202511,1527,2120
동작구,2034. 사당역 7번출구쪽,202511,565,601
서초구,2203. 청계산입구역 2번출구,202511,326,190
서초구,2207. 내곡파출소 뒤 정자,202511,154,111
서초구,2211. 서초구립반포도서관 앞,202511,1260,1290
서초구,2215. 반포종합운동장 입구,202511,598,646
서초구,2248. 서초리슈빌S 글로벌 앞,202511,215,204
마포구,417. DMC역 2번출구 옆,202511,1548,1511
송파구,1204. 거여역 3번출구,202511,1319,1369
성북구,1303. 돈암초교 입구,202511,628,600
동작구,2026. 흑석역 4번출구,202511,502,593
송파구,1221. 삼전역 4번출구,202511,1800,1806
서초구,2264. 이수역 1번출구,202511,2039,2281
구로구,1955. 디지털입구 교차로,202511,2051,2025
강남구,2351. 청소년수련관(수영장)앞,202511,343,249
종로구,446. 상명대입구,202511,385,308
